blueWardsPlaced;blueFirstBlood;blueKills;blueDeaths;blueAssists;blueEliteMonsters;blueDragons;blueHeralds;blueTowersDestroyed;blueTotalGold;blueAvgLevel;blueTotalMinionsKilled;blueGoldDiff;redWardsPlaced;redFirstBlood;redKills;redDeaths;redAssists;redEliteMonsters;redDragons;redHeralds;redTowersDestroyed;redTotalGold;redAvgLevel;redTotalMinionsKilled;redGoldDiff;blueWins
15;1;8;3;13;0;0;0;0;18509;7.0;270;3602;12;0;3;8;3;1;1;0;0;14907;7.0;217;-3602;0
16;1;3;5;5;0;0;0;0;15441;7.0;226;329;14;0;5;3;3;2;1;1;0;15112;6.8;203;-329;1
20;1;5;4;6;0;0;0;0;15887;6.8;201;231;21;0;4;5;4;0;0;0;0;15656;6.4;210;-231;1
13;1;7;2;5;1;0;1;0;16242;7.0;218;2156;17;0;2;7;3;0;0;0;0;14086;6.4;212;-2156;1
17;1;4;0;5;1;0;1;0;15714;7.0;210;1378;15;0;0;4;0;1;1;0;0;14336;6.8;259;-1378;0
14;0;3;4;1;0;0;0;0;15087;7.0;250;-523;14;1;4;3;7;0;0;0;0;15610;6.8;203;523;0
22;0;7;6;4;1;0;1;0;16680;6.8;196;-72;16;1;6;7;5;0;0;0;0;16752;7.0;223;72;0
42;0;8;13;8;0;0;0;0;17639;6.6;194;-887;51;1;13;8;20;1;1;0;0;18526;6.8;198;887;1
24;1;9;7;16;0;0;0;0;18000;7.0;204;796;15;0;7;9;17;0;0;0;0;17204;6.8;187;-796;1
17;0;2;7;3;0;0;0;0;13443;6.4;192;-3241;21;1;7;2;3;2;1;1;0;16684;6.8;217;3241;0
12;1;10;8;18;0;0;0;0;18121;7.4;230;833;26;0;8;10;7;2;1;1;0;17288;7.2;217;-833;0
14;1;3;9;2;1;1;0;0;14765;6.4;200;-2462;17;0;9;3;15;0;0;0;0;17227;6.8;205;2462;1
20;0;8;12;7;2;1;1;0;17474;7.2;226;-2112;18;1;12;8;14;0;0;0;0;19586;7.2;223;2112;1
15;1;12;5;18;2;1;1;1;20176;7.0;218;4634;16;0;5;12;3;0;0;0;0;15542;6.6;217;-4634;1
38;1;9;3;6;0;0;0;1;19574;7.6;237;4279;20;0;3;9;6;0;0;0;0;15295;6.8;234;-4279;1
16;1;5;7;4;0;0;0;0;15866;6.6;222;-635;15;0;7;5;5;1;1;0;0;16501;7.2;215;635;0
34;1;12;5;8;0;0;0;0;19313;7.8;237;4185;14;0;5;12;2;0;0;0;0;15128;7.2;182;-4185;1
18;0;2;5;1;0;0;0;0;15125;6.8;241;-1770;13;1;5;2;5;0;0;0;0;16895;7.0;250;1770;0
16;1;6;6;4;0;0;0;0;16485;7.2;220;-750;12;0;6;6;6;1;1;0;0;17235;7.4;242;750;0
14;0;2;5;1;1;0;1;0;14815;7.0;233;-931;86;1;5;2;4;0;0;0;0;15746;6.6;209;931;0
86;0;4;5;4;0;0;0;0;15176;6.6;227;-676;17;1;5;4;6;2;1;1;0;15852;6.8;225;676;1
16;0;1;10;0;1;0;1;0;13589;6.6;207;-5793;16;1;10;1;12;1;1;0;0;19382;7.8;250;5793;0
21;0;7;4;11;0;0;0;0;17012;7.0;226;1595;48;1;4;7;3;1;1;0;0;15417;6.8;230;-1595;1
44;0;5;2;7;1;1;0;0;17126;6.8;248;1936;16;1;2;5;2;0;0;0;0;15190;6.8;230;-1936;1
13;0;4;9;4;0;0;0;0;15102;6.8;214;-2173;16;1;9;4;9;1;1;0;0;17275;7.4;212;2173;0
14;1;8;5;16;1;1;0;0;17338;7.0;214;1554;16;0;5;8;6;0;0;0;0;15784;6.6;239;-1554;1
15;1;5;4;6;1;0;1;0;17402;7.4;246;2067;17;0;4;5;4;1;1;0;0;15335;7.0;230;-2067;1
13;1;2;5;2;1;1;0;0;14514;7.0;211;-1386;39;0;5;2;1;0;0;0;0;15900;6.8;242;1386;0
12;0;9;2;13;1;1;0;0;18442;7.0;256;4401;18;1;2;9;5;0;0;0;0;14041;6.6;193;-4401;1
14;0;1;2;2;0;0;0;0;15231;7.0;262;-13;15;1;2;1;3;1;1;0;0;15244;7.0;232;13;0
17;0;6;6;4;0;0;0;0;17328;7.2;245;1336;19;1;6;6;5;2;1;1;0;15992;7.2;224;-1336;0
15;1;10;8;12;0;0;0;0;17767;7.4;194;163;14;0;8;10;13;0;0;0;0;17604;7.0;211;-163;0
14;1;3;3;5;0;0;0;0;15389;6.8;231;-1930;19;0;3;3;4;2;1;1;1;17319;7.2;276;1930;0
18;0;3;7;4;0;0;0;0;15298;6.8;223;-960;12;1;7;3;4;1;1;0;0;16258;7.2;240;960;0
16;1;5;6;5;0;0;0;1;17659;7.0;225;2021;11;0;6;5;7;1;1;0;0;15638;7.0;196;-2021;0
15;0;6;4;8;0;0;0;0;17201;7.2;239;1820;12;1;4;6;5;1;1;0;0;15381;7.0;219;-1820;1
15;0;2;3;2;0;0;0;0;15656;6.8;240;265;58;1;3;2;6;2;1;1;0;15391;6.6;201;-265;0
39;1;6;6;10;0;0;0;0;16889;6.8;240;505;17;0;6;6;6;1;1;0;0;16384;7.0;230;-505;0
37;1;11;6;13;1;1;0;0;18520;7.2;204;2413;18;0;6;11;8;0;0;0;0;16107;6.6;206;-2413;1
25;1;3;6;4;0;0;0;0;14564;6.6;209;-1966;15;0;6;3;8;1;1;0;0;16530;7.0;220;1966;0
17;1;5;4;6;2;1;1;0;16635;7.0;217;799;61;0;4;5;9;0;0;0;0;15836;6.8;240;-799;0
15;0;4;9;2;1;1;0;0;15230;6.6;192;-2169;16;1;9;4;7;0;0;0;0;17399;7.2;218;2169;0
12;0;2;8;1;1;1;0;0;14906;6.8;229;-2361;12;1;8;2;10;1;0;1;0;17267;7.0;230;2361;1
16;1;8;3;9;2;1;1;0;17706;6.8;221;3588;45;0;3;8;4;0;0;0;0;14118;6.6;190;-3588;1
16;1;4;4;4;1;1;0;0;16238;7.0;234;-348;15;0;4;4;3;1;0;1;0;16586;7.0;236;348;1
19;0;5;4;5;1;1;0;0;16221;7.0;241;1457;22;1;4;5;9;0;0;0;0;14764;6.6;205;-1457;0
13;0;6;7;7;1;1;0;0;16564;7.0;222;-850;18;1;7;6;7;1;0;1;0;17414;7.0;201;850;1
15;1;2;13;2;0;0;0;0;14712;6.2;202;-4016;17;0;13;2;17;1;1;0;0;18728;7.0;253;4016;0
54;0;7;6;5;0;0;0;0;17042;7.6;189;1264;17;1;6;7;4;2;1;1;0;15778;6.8;225;-1264;1
15;1;10;2;11;0;0;0;0;18104;7.4;201;4142;22;0;2;10;1;0;0;0;0;13962;6.6;176;-4142;1
45;0;3;4;3;0;0;0;0;15128;6.8;215;-279;17;1;4;3;5;1;1;0;0;15407;7.0;244;279;0
16;1;7;4;5;1;1;0;0;17773;7.0;262;2521;19;0;4;7;4;0;0;0;0;15252;6.6;197;-2521;1
15;1;7;5;5;1;1;0;0;17263;7.4;237;715;17;0;5;7;5;0;0;0;0;16548;7.6;231;-715;1
10;1;8;7;5;1;1;0;0;17325;7.0;246;744;15;0;7;8;6;1;0;1;0;16581;6.8;216;-744;1
14;1;13;5;9;0;0;0;0;19195;7.2;205;2818;14;0;5;13;4;0;0;0;0;16377;7.0;200;-2818;1
22;0;3;2;1;1;0;1;0;16246;7.2;253;2679;13;1;2;3;2;1;1;0;0;13567;6.6;169;-2679;1
129;0;7;9;10;1;1;0;0;16570;7.0;206;-1262;13;1;9;7;14;0;0;0;0;17832;7.0;231;1262;1
14;1;5;2;5;1;1;0;0;15790;7.2;216;1074;55;0;2;5;1;0;0;0;0;14716;7.0;211;-1074;1
18;0;6;9;6;0;0;0;0;16598;6.8;196;-1814;20;1;9;6;13;1;1;0;0;18412;6.8;231;1814;0
14;1;12;4;5;1;0;1;2;20018;7.6;226;6489;13;0;4;12;0;1;1;0;0;13529;6.6;172;-6489;1
39;1;9;6;8;1;1;0;0;17797;7.2;220;2094;16;0;6;9;8;0;0;0;0;15703;6.8;203;-2094;1
16;1;7;6;7;0;0;0;0;16160;6.8;206;-106;57;0;6;7;5;0;0;0;0;16266;6.8;229;106;1
13;0;1;11;1;0;0;0;0;12926;6.2;164;-7952;14;1;11;1;12;2;1;1;1;20878;7.4;254;7952;0
18;1;2;4;2;1;1;0;0;14922;7.2;227;-1316;22;0;4;2;1;0;0;0;0;16238;6.8;247;1316;1
18;1;11;9;5;0;0;0;0;18702;7.4;234;1713;15;0;9;11;6;0;0;0;0;16989;6.6;179;-1713;1
14;1;7;4;5;2;1;1;0;17111;7.0;231;1318;16;0;4;7;4;0;0;0;0;15793;6.8;226;-1318;0
16;1;11;10;8;1;0;1;0;18762;7.0;202;1378;15;0;10;11;6;0;0;0;0;17384;7.0;212;-1378;1
20;1;6;8;3;0;0;0;0;16386;7.0;207;-610;14;0;8;6;11;1;1;0;0;16996;7.0;211;610;0
15;1;7;7;8;0;0;0;0;15887;6.8;171;-560;16;0;7;7;3;0;0;0;0;16447;7.0;209;560;1
16;1;5;7;2;0;0;0;0;16363;7.0;225;244;15;0;7;5;7;2;1;1;0;16119;7.0;197;-244;0
13;1;8;4;11;0;0;0;0;17356;7.0;206;2028;17;0;4;8;2;1;1;0;0;15328;6.8;227;-2028;1
14;1;10;8;7;0;0;0;0;17677;7.0;184;-44;14;0;8;10;9;0;0;0;0;17721;7.4;224;44;1
11;0;5;8;2;2;1;1;0;16101;7.2;230;-2069;13;1;8;5;6;0;0;0;0;18170;7.0;239;2069;1
14;1;8;2;15;0;0;0;0;18257;7.0;209;4340;26;0;2;8;2;0;0;0;0;13917;6.6;194;-4340;1
75;1;8;5;8;1;1;0;0;16801;7.2;198;-209;15;0;5;8;6;0;0;0;0;17010;7.0;229;209;0
15;0;9;7;10;0;0;0;0;17352;6.6;220;612;16;1;7;9;3;1;1;0;0;16740;6.8;223;-612;0
19;1;7;9;12;0;0;0;0;16594;6.6;210;-712;18;0;9;7;16;1;1;0;0;17306;6.8;170;712;0
13;0;6;10;5;0;0;0;0;15796;6.6;195;-2815;14;1;10;6;11;1;1;0;0;18611;7.6;243;2815;0
15;0;5;5;6;0;0;0;0;16372;7.0;234;611;49;1;5;5;5;1;1;0;0;15761;6.8;222;-611;0
21;1;7;6;6;2;1;1;0;17088;7.2;220;1358;16;0;6;7;4;0;0;0;0;15730;7.2;211;-1358;1
16;1;6;7;8;0;0;0;0;16086;7.0;199;-756;37;0;7;6;8;1;1;0;0;16842;7.2;235;756;0
15;0;7;5;6;1;0;1;0;17323;7.2;240;1248;21;1;5;7;4;1;1;0;0;16075;7.2;222;-1248;1
19;0;4;2;4;0;0;0;0;15205;6.8;234;457;18;1;2;4;2;1;1;0;0;14748;6.6;250;-457;1
9;0;4;8;4;0;0;0;0;16009;7.0;214;-1917;14;1;8;4;11;1;1;0;1;17926;6.8;198;1917;1
14;0;5;3;5;1;0;1;1;17531;7.4;241;2351;12;1;3;5;3;1;1;0;0;15180;7.0;223;-2351;1
11;0;3;5;5;1;1;0;0;15310;7.2;228;-354;61;1;5;3;2;0;0;0;0;15664;7.0;239;354;1
14;0;4;9;2;0;0;0;0;14882;6.6;192;-5337;17;1;9;4;12;2;1;1;1;20219;7.2;249;5337;0
19;1;4;9;4;1;0;1;0;15628;6.8;233;-2316;18;0;9;4;10;0;0;0;0;17944;7.0;243;2316;0
14;0;3;10;6;0;0;0;0;14208;6.4;212;-4960;15;1;10;3;17;2;1;1;0;19168;7.2;235;4960;0
35;1;9;3;12;2;1;1;1;19629;7.6;232;3865;17;0;3;9;7;0;0;0;0;15764;6.8;225;-3865;1
17;1;7;3;13;1;1;0;0;17782;7.2;225;2506;16;0;3;7;3;0;0;0;0;15276;6.8;220;-2506;1
20;0;2;4;1;0;0;0;0;14790;7.2;240;-1156;17;1;4;2;5;1;1;0;0;15946;6.8;240;1156;0
15;1;8;6;8;1;0;1;0;17381;7.0;218;-119;52;0;6;8;6;1;1;0;0;17500;7.2;235;119;0
18;1;6;6;9;0;0;0;0;16450;7.0;212;-577;14;0;6;6;5;2;1;1;0;17027;7.2;239;577;0
11;0;5;7;6;0;0;0;0;16456;6.6;213;355;19;1;7;5;5;2;1;1;0;16101;6.8;223;-355;0
17;0;4;9;2;0;0;0;0;15201;7.0;174;-2381;52;1;9;4;13;1;1;0;0;17582;6.6;208;2381;0
17;1;8;5;8;2;1;1;0;17523;7.0;240;1928;13;0;5;8;7;0;0;0;0;15595;6.8;209;-1928;1
16;1;7;7;8;0;0;0;0;17072;7.0;228;166;14;0;7;7;8;2;1;1;0;16906;7.0;223;-166;0
21;1;11;11;13;0;0;0;0;18878;6.8;222;1212;18;0;11;11;8;0;0;0;0;17666;7.0;212;-1212;0
11;0;4;4;5;0;0;0;0;14782;6.8;211;-1430;38;1;4;4;3;2;1;1;0;16212;7.2;236;1430;0
14;0;3;11;4;1;1;0;0;14017;6.6;182;-4941;16;1;11;3;8;0;0;0;0;18958;7.4;227;4941;0
17;0;7;8;8;0;0;0;0;16670;7.0;220;-508;20;1;8;7;6;0;0;0;0;17178;7.0;217;508;0
11;1;5;9;2;0;0;0;0;14681;6.8;174;-2985;9;0;9;5;8;1;1;0;0;17666;7.6;213;2985;0
19;1;3;4;3;0;0;0;0;15268;6.2;202;460;14;0;4;3;9;1;1;0;0;14808;6.6;209;-460;1
12;0;5;5;10;0;0;0;0;15748;7.0;203;-326;89;1;5;5;5;2;1;1;0;16074;6.6;204;326;0
17;1;9;4;9;1;1;0;0;17284;7.0;238;2670;15;0;4;9;3;0;0;0;0;14614;6.6;208;-2670;1
10;1;6;7;5;0;0;0;0;16806;6.8;205;-210;14;0;7;6;7;1;0;1;0;17016;6.6;230;210;0
11;0;5;6;7;0;0;0;0;15334;6.8;193;-2412;16;1;6;5;5;0;0;0;0;17746;7.2;243;2412;1
14;0;3;8;4;0;0;0;0;15333;7.2;220;-3737;21;1;8;3;12;2;1;1;1;19070;7.4;260;3737;0
13;0;7;5;5;0;0;0;0;17491;7.2;251;2026;11;1;5;7;3;1;0;1;0;15465;7.2;189;-2026;1
14;1;4;5;3;1;1;0;0;15698;7.4;214;-544;12;0;5;4;5;0;0;0;0;16242;6.8;238;544;1
128;1;7;4;10;2;1;1;0;18223;7.2;230;3399;97;0;4;7;1;0;0;0;0;14824;6.8;200;-3399;1
15;1;10;8;14;2;1;1;0;18360;7.2;222;793;14;0;8;10;7;0;0;0;0;17567;7.4;215;-793;1
17;0;4;5;4;1;0;1;0;16178;7.6;223;297;19;1;5;4;5;0;0;0;0;15881;7.0;225;-297;1
138;1;3;3;4;1;1;0;0;15048;6.8;223;-394;15;0;3;3;3;0;0;0;0;15442;7.2;253;394;1
15;0;7;4;14;0;0;0;0;16865;6.8;211;1897;13;1;4;7;5;0;0;0;0;14968;6.6;182;-1897;1
14;0;7;9;8;0;0;0;1;18072;7.2;221;222;12;1;9;7;10;1;1;0;0;17850;6.8;202;-222;0
17;1;11;7;6;0;0;0;0;17500;7.2;193;658;13;0;7;11;10;0;0;0;0;16842;6.8;193;-658;0
14;1;6;7;5;0;0;0;0;16688;6.8;213;-214;36;0;7;6;8;1;1;0;0;16902;7.0;201;214;0
14;1;9;9;6;0;0;0;0;17384;6.8;227;-898;12;0;9;9;9;2;1;1;0;18282;7.2;225;898;0
11;1;3;8;1;1;0;1;0;15126;7.2;214;-3439;14;0;8;3;6;1;1;0;0;18565;7.2;251;3439;0
35;1;7;5;4;0;0;0;0;17214;7.0;241;1892;21;0;5;7;5;0;0;0;0;15322;6.8;214;-1892;1
12;0;9;11;6;0;0;0;0;17389;6.8;226;-1428;15;1;11;9;12;1;1;0;0;18817;7.0;237;1428;0
19;0;3;4;2;0;0;0;0;14564;6.6;214;-1999;21;1;4;3;5;1;1;0;0;16563;7.0;238;1999;0
9;0;5;6;3;0;0;0;1;17670;7.0;253;1191;11;1;6;5;5;1;1;0;0;16479;6.8;166;-1191;0
12;0;6;6;5;0;0;0;0;16296;7.2;216;301;12;1;6;6;5;1;1;0;0;15995;6.8;229;-301;1
13;1;5;7;6;0;0;0;0;15738;6.8;191;-1712;16;0;7;5;9;1;1;0;0;17450;7.2;222;1712;0
13;1;1;3;0;0;0;0;0;14118;7.0;215;-2079;14;0;3;1;4;0;0;0;0;16197;7.0;244;2079;0
17;0;8;7;11;0;0;0;0;16343;6.8;179;-1182;19;1;7;8;3;1;0;1;1;17525;7.0;204;1182;0
14;0;2;12;3;0;0;0;0;14579;6.4;196;-4225;10;1;12;2;16;0;0;0;0;18804;7.2;230;4225;0
15;0;9;2;15;0;0;0;0;18485;7.2;232;4318;17;1;2;9;3;1;0;1;0;14167;6.4;197;-4318;1
13;1;12;5;11;0;0;0;0;18982;7.0;234;2741;14;0;5;12;5;0;0;0;0;16241;6.6;205;-2741;0
39;1;6;7;5;1;1;0;0;16688;6.8;223;-405;17;0;7;6;11;0;0;0;0;17093;6.6;205;405;1
15;0;1;2;1;1;1;0;0;14836;7.0;261;-425;64;1;2;1;2;0;0;0;0;15261;7.2;255;425;1
13;0;2;7;1;0;0;0;0;14573;6.8;212;-2928;15;1;7;2;8;2;1;1;0;17501;7.2;239;2928;0
18;1;4;11;4;0;0;0;0;15704;6.4;206;-3874;15;0;11;4;17;1;1;0;1;19578;7.4;238;3874;0
17;0;7;6;10;1;0;1;0;16578;7.0;206;-597;21;1;6;7;6;1;1;0;0;17175;6.8;242;597;0
18;0;5;8;5;0;0;0;0;16045;7.0;208;-215;12;1;8;5;6;1;1;0;0;16260;7.0;216;215;0
17;0;3;8;4;0;0;0;0;14076;6.4;184;-3613;16;1;8;3;8;2;1;1;0;17689;7.0;234;3613;0
13;1;7;3;9;2;1;1;0;16518;7.2;208;1630;18;0;3;7;2;0;0;0;0;14888;6.8;218;-1630;1
164;0;4;11;5;0;0;0;0;15373;6.6;227;-2539;11;1;11;4;20;1;1;0;0;17912;7.0;174;2539;0
17;0;4;6;1;0;0;0;0;15519;7.0;255;-1149;20;1;6;4;7;0;0;0;0;16668;7.2;238;1149;0
47;0;9;3;10;1;0;1;0;16795;7.4;203;2011;88;1;3;9;3;1;1;0;0;14784;6.6;202;-2011;1
16;0;8;6;15;1;0;1;0;15941;6.8;162;-1870;12;1;6;8;5;1;1;0;0;17811;7.4;245;1870;0
14;1;7;4;7;1;1;0;0;17676;7.4;233;2296;16;0;4;7;4;0;0;0;0;15380;6.8;212;-2296;1
19;0;3;4;1;1;1;0;0;15056;6.8;225;-278;15;1;4;3;7;0;0;0;0;15334;6.8;208;278;1
17;0;2;5;3;0;0;0;0;15282;6.8;243;-1665;16;1;5;2;7;2;1;1;0;16947;7.2;248;1665;1
16;0;3;7;2;0;0;0;0;15189;6.8;217;-1527;37;1;7;3;9;1;1;0;0;16716;7.2;224;1527;0
17;0;6;5;8;0;0;0;0;16285;7.0;230;160;16;1;5;6;8;0;0;0;0;16125;6.8;204;-160;1
21;1;8;4;11;1;1;0;0;18382;7.0;224;2498;15;0;4;8;5;0;0;0;0;15884;7.0;217;-2498;1
81;0;4;7;4;1;1;0;0;15746;7.0;195;-1556;47;1;7;4;6;0;0;0;0;17302;6.8;237;1556;1
46;0;5;12;4;0;0;0;0;16141;7.2;215;-3324;18;1;12;5;8;1;1;0;0;19465;7.6;236;3324;0
14;0;5;6;2;1;0;1;0;15558;6.6;221;-209;19;1;6;5;8;1;1;0;0;15767;6.8;185;209;1
15;1;2;0;1;0;0;0;0;15486;7.0;251;1386;18;0;0;2;0;0;0;0;0;14100;6.4;234;-1386;1
39;1;9;6;16;0;0;0;0;17335;6.8;193;2094;15;0;6;9;14;0;0;0;0;15241;6.2;170;-2094;1
9;0;1;14;1;0;0;0;0;12598;6.0;204;-7070;49;1;14;1;15;0;0;0;0;19668;7.4;220;7070;0
11;0;9;8;6;2;1;1;0;17385;7.2;216;1133;37;1;8;9;7;0;0;0;0;16252;6.8;178;-1133;1
15;0;6;5;11;1;1;0;0;16452;6.8;208;906;16;1;5;6;7;0;0;0;0;15546;6.6;185;-906;1
17;1;8;8;10;0;0;0;0;15996;6.2;185;-2523;16;0;8;8;10;1;0;1;0;18519;6.8;231;2523;1
16;0;6;7;3;0;0;0;0;16370;6.6;231;-129;42;1;7;6;8;0;0;0;0;16499;7.0;182;129;1
16;0;1;2;1;1;0;1;0;14264;7.0;220;-1450;20;1;2;1;2;1;1;0;0;15714;6.8;259;1450;0
19;0;5;4;3;1;1;0;0;17061;7.6;249;1217;15;1;4;5;6;0;0;0;0;15844;6.6;218;-1217;1
13;1;9;6;9;1;1;0;0;16738;6.8;198;91;14;0;6;9;5;0;0;0;0;16647;7.2;224;-91;0
72;0;9;9;5;0;0;0;0;17999;7.2;227;1128;14;1;9;9;12;1;1;0;0;16871;7.0;212;-1128;1
13;0;11;11;11;0;0;0;0;18496;7.0;213;672;9;1;11;11;6;1;1;0;0;17824;7.2;216;-672;0
25;0;7;6;11;0;0;0;0;16414;6.8;205;-33;16;1;6;7;6;0;0;0;0;16447;7.0;223;33;1
17;1;5;5;6;0;0;0;0;16563;6.8;226;1149;19;0;5;5;6;0;0;0;0;15414;6.8;205;-1149;0
16;0;1;2;1;1;1;0;0;14314;7.0;244;59;11;1;2;1;1;0;0;0;0;14255;6.8;224;-59;1
11;0;6;6;4;0;0;0;0;16556;7.2;231;399;15;1;6;6;4;2;1;1;0;16157;7.0;239;-399;1
14;1;4;7;6;1;1;0;0;14604;6.6;190;-4058;13;0;7;4;5;1;0;1;1;18662;7.4;257;4058;0
18;0;4;5;4;0;0;0;0;16195;7.2;241;-339;12;1;5;4;4;1;1;0;0;16534;7.4;259;339;0
19;1;6;7;2;1;1;0;0;14668;6.6;198;-3686;19;0;7;6;7;1;0;1;1;18354;7.2;232;3686;0
14;0;6;11;8;0;0;0;0;16557;6.8;232;-2564;15;1;11;6;25;1;1;0;0;19121;6.8;219;2564;1
17;1;7;8;10;1;1;0;0;16863;6.6;216;106;14;0;8;7;9;0;0;0;0;16757;7.2;184;-106;1
34;1;13;9;16;2;1;1;0;19694;7.2;215;1910;13;0;9;13;13;0;0;0;0;17784;7.2;212;-1910;1
11;0;10;8;8;1;1;0;0;18523;7.2;229;2400;12;1;8;10;6;0;0;0;0;16123;6.8;191;-2400;1
15;1;10;8;8;1;1;0;0;17618;7.0;212;975;26;0;8;10;4;0;0;0;0;16643;6.8;196;-975;1
14;1;9;4;9;0;0;0;0;18751;7.2;249;4671;36;0;4;9;5;1;1;0;0;14080;6.6;177;-4671;0
16;1;2;11;2;1;1;0;0;13932;6.4;193;-5540;17;0;11;2;13;0;0;0;1;19472;7.2;245;5540;0
16;1;5;9;9;1;1;0;0;16394;7.2;238;-2037;17;0;9;5;12;1;0;1;0;18431;7.2;229;2037;0
17;1;11;7;12;1;1;0;0;18276;6.8;202;1281;14;0;7;11;10;0;0;0;0;16995;6.6;214;-1281;1
20;1;9;7;14;1;1;0;0;17722;7.0;215;1672;18;0;7;9;8;0;0;0;0;16050;6.8;205;-1672;1
38;1;5;2;4;2;1;1;0;16517;7.2;246;2123;146;0;2;5;4;0;0;0;0;14394;6.6;220;-2123;0
16;0;5;7;6;0;0;0;0;15337;6.6;198;-646;17;1;7;5;9;0;0;0;0;15983;6.6;197;646;0
16;0;7;9;7;0;0;0;0;17569;7.2;239;-72;40;1;9;7;11;2;1;1;0;17641;7.0;209;72;1
18;1;9;4;9;1;1;0;0;17585;7.4;240;2268;19;0;4;9;3;0;0;0;0;15317;7.2;219;-2268;1
44;0;5;9;4;0;0;0;0;15950;7.0;231;-2365;15;1;9;5;6;1;1;0;0;18315;7.4;233;2365;0
23;1;7;6;9;0;0;0;0;16531;7.0;218;-136;22;0;6;7;8;2;1;1;0;16667;7.0;243;136;1
10;0;8;11;9;1;1;0;0;16599;6.6;189;-2683;18;1;11;8;17;1;0;1;0;19282;7.2;209;2683;0
15;0;5;4;6;1;1;0;0;16086;7.0;222;441;16;1;4;5;5;0;0;0;0;15645;6.8;235;-441;0
22;0;1;5;1;0;0;0;0;15065;6.8;252;-950;29;1;5;1;6;0;0;0;0;16015;7.2;238;950;0
13;0;2;7;1;0;0;0;0;13946;6.4;227;-2727;19;1;7;2;10;1;1;0;0;16673;7.0;220;2727;0
35;0;7;5;10;0;0;0;0;16526;7.2;217;-64;66;1;5;7;4;0;0;0;0;16590;7.0;214;64;0
15;1;7;6;8;0;0;0;0;16495;6.8;211;222;17;0;6;7;6;1;1;0;0;16273;6.8;205;-222;0
20;0;3;3;1;1;0;1;1;17009;7.2;238;862;19;1;3;3;5;1;1;0;0;16147;6.8;252;-862;1
16;1;4;10;3;0;0;0;0;15419;6.4;191;-2636;14;0;10;4;9;0;0;0;0;18055;6.8;225;2636;0
39;0;7;5;9;1;1;0;0;16460;7.0;220;23;16;1;5;7;8;0;0;0;0;16437;7.0;222;-23;1
15;0;7;11;6;0;0;0;0;16364;6.4;223;-1565;19;1;11;7;14;2;1;1;0;17929;7.0;170;1565;0
16;1;6;3;7;0;0;0;0;16434;6.8;216;1545;19;0;3;6;3;1;1;0;0;14889;6.4;233;-1545;1
16;1;9;4;11;0;0;0;0;17685;7.0;224;2260;17;0;4;9;3;0;0;0;0;15425;7.0;226;-2260;0
110;0;6;10;8;0;0;0;0;16506;6.8;216;-2535;40;1;10;6;10;1;1;0;0;19041;7.4;228;2535;1
15;0;9;6;9;0;0;0;0;17174;6.8;212;1514;37;1;6;9;6;1;0;1;0;15660;6.8;187;-1514;1
12;0;3;5;6;0;0;0;0;14771;7.0;227;-1426;24;1;5;3;4;2;1;1;0;16197;7.0;218;1426;1
15;1;6;8;10;1;1;0;0;16359;6.4;182;-2414;41;0;8;6;4;0;0;0;1;18773;7.2;225;2414;1
15;0;5;5;10;1;1;0;0;15871;7.0;219;1007;16;1;5;5;8;1;0;1;0;14864;6.8;164;-1007;1
16;1;6;2;6;1;1;0;1;18215;7.2;256;4749;15;0;2;6;1;0;0;0;0;13466;6.2;207;-4749;1
14;1;5;8;3;0;0;0;0;15747;7.0;214;-1358;15;0;8;5;8;0;0;0;0;17105;7.0;219;1358;1
11;0;7;3;7;0;0;0;0;16464;7.2;209;1474;14;1;3;7;3;0;0;0;0;14990;6.6;225;-1474;1
19;1;8;2;7;0;0;0;0;16424;6.8;196;2588;14;0;2;8;0;1;0;1;0;13836;6.6;185;-2588;1
20;0;9;8;14;1;1;0;0;17494;6.8;201;14;17;1;8;9;9;0;0;0;0;17480;7.0;243;-14;0
40;1;8;1;8;1;0;1;0;18691;7.2;228;5359;18;0;1;8;2;1;1;0;0;13332;6.4;208;-5359;1
16;0;7;11;6;1;0;1;0;16446;7.0;218;-3620;13;1;11;7;16;0;0;0;1;20066;6.8;229;3620;0
14;1;7;10;8;0;0;0;0;16259;6.8;184;-2295;13;0;10;7;13;0;0;0;0;18554;7.2;228;2295;0
17;1;4;11;4;1;1;0;0;16231;7.2;211;-2932;40;0;11;4;15;0;0;0;0;19163;7.4;215;2932;0
42;1;7;3;8;1;1;0;0;16146;6.6;196;2037;19;0;3;7;3;0;0;0;0;14109;6.4;172;-2037;0
19;1;9;6;8;1;1;0;0;17344;6.8;191;992;14;0;6;9;6;0;0;0;0;16352;7.0;206;-992;1
15;0;8;5;12;0;0;0;0;17327;7.0;203;1568;14;1;5;8;5;0;0;0;0;15759;7.0;212;-1568;1
11;1;6;7;3;1;0;1;0;16568;7.0;215;-727;15;0;7;6;10;1;1;0;0;17295;7.0;211;727;0
16;1;3;4;4;0;0;0;0;15732;7.0;241;-185;14;0;4;3;4;1;1;0;0;15917;7.0;238;185;0
55;1;7;5;5;0;0;0;0;16812;7.0;228;1322;17;0;5;7;5;1;1;0;0;15490;6.6;215;-1322;1
17;1;4;2;2;0;0;0;0;16452;7.2;273;1068;16;0;2;4;4;0;0;0;0;15384;7.2;253;-1068;1
